,학년,반,이수구분,영역,수업번호,학수번호,(변경전)교과목명,교과목명,과목안내,공학인증구분,교강사,학점,강의,실습,강좌유형,수강정원,수업시간,강의실,이수제한여부,과목상세정보,설강학과,권장학과,과목정보
541,2,1,전공심화,영역없음,23409,SMC2007,,창의융합프로젝트1,,N,학사,김태곤,1,4,일반,31,토(09:00-10:00)토(15:00-19:00),"ERICA IC-PBL 강의실,ERICA IC-PBL 강의실",O,,소재·부품융합전공,소재·부품융합전공,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23409
542,2,1,전공심화,영역없음,23411,APA4010,,기구학,,N,학사,신규식,3,0,일반,43,목(19:00-20:30)토(09:00-10:30),"ERICA 창의융합센터 실습실,ERICA 창의융합센터 실습실",O,,로봇융합전공,로봇융합전공,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23411
543,2,1,전공심화,영역없음,23414,SMC2007,,창의융합프로젝트1,,N,학사,서광원,1,4,일반,43,금(19:00-20:00)토(14:30-18:30),"ERICA 창의융합센터 실습실,ERICA 창의융합센터 실습실",O,,로봇융합전공,로봇융합전공,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23414
544,2,1,전공심화,영역없음,23416,ELE3026,,객체지향개발론,,N,학사,이은주,3,0,일반,23,토(09:00-10:30)토(10:30-12:00),"ERICA IC-PBL PC실,ERICA IC-PBL PC실",O,,스마트ICT융합전공,스마트ICT융합전공,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23416
545,2,1,전공심화,영역없음,23418,SIC2001,,자료구조,,N,학사,김기범,3,0,일반,23,목(19:00-20:30)목(20:30-22:00),"ERICA IC-PBL PC실,ERICA IC-PBL PC실",O,,스마트ICT융합전공,스마트ICT융합전공,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23418
546,2,1,전공심화,영역없음,23421,ARE4010,,건축설비,,N,학사,최중식,3,0,옴니버스,27,토(14:00-15:30),"ERICA 제2공학관 건축CAD실,  ",O,SMART-F,건축IT융합전공,건축IT융합전공,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23421
547,2,1,전공심화,영역없음,23425,SMC2007,,창의융합프로젝트1,,N,학사,최중식,1,4,일반,27,토(16:00-17:00)토(17:00-21:00),"ERICA 제2공학관 건축CAD실,ERICA 제2공학관 건축CAD실",O,IC-PBL.,건축IT융합전공,건축IT융합전공,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23425
548,1,2,전공심화,영역없음,23633,COE2022,,공학입문설계,,Y,학사,김희택,1,2,일반,53,월(14:00-15:00)금(13:00-15:00),"ERICA 제1공학관 203 강의실,ERICA 제1공학관 205 강의실",O,IC-PBL.,재료화학공학과,재료화학공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23633
549,1,1,전공심화,영역없음,23656,DAN3028,,무용전공실기1,,N,학사,박관정,0,2,일반,40,수(16:00-18:00), 체육관 제2무용홀,O,,무용예술학과,무용예술학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23656
550,4,1,전공심화,영역없음,23876,ARE6046,,건축학전공연구실심화실습1 ,,N,학사,정인하,0,1,일반,6,토(10:30-11:30), 비지정(ERICA),O,,건축학전공,건축학전공,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23876
551,4,1,전공심화,영역없음,23878,ARE6046,,건축학전공연구실심화실습1 ,,N,학사,안치원,0,1,일반,6,토(10:30-11:30), 비지정(ERICA),O,,건축학전공,건축학전공,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23878
552,5,1,전공심화,영역없음,23880,ARE6048,,건축학전공연구실심화실습3,,N,학사,김용승,0,1,일반,10,토(11:30-12:30), 비지정(ERICA),O,,건축학전공,건축학전공,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23880
553,5,1,전공심화,영역없음,23882,ARE6048,,건축학전공연구실심화실습3,,N,학사,임지택,0,1,일반,10,토(11:30-12:30), 비지정(ERICA),O,,건축학전공,건축학전공,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23882
554,5,1,전공심화,영역없음,23884,ARE6048,,건축학전공연구실심화실습3,,N,학사,이강준,0,1,일반,10,토(11:30-12:30), 비지정(ERICA),O,,건축학전공,건축학전공,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23884
555,4,1,전공심화,영역없음,23889,ARE6044,,건축공학전공연구실심화실습3,,Y,학사,이한승,0,1,일반,7,토(11:00-12:00), 비지정(ERICA),O,,건축공학전공,건축공학전공,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23889
556,4,1,전공심화,영역없음,23891,ARE1053,,건축캡스톤디자인2(종합),,Y,학사,이강석,0,4,일반,7,토(12:00-16:00), 비지정(ERICA),O,,건축공학전공,건축공학전공,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23891
557,4,1,전공심화,영역없음,23893,ARE1053,,건축캡스톤디자인2(종합),,Y,학사,태성호,0,4,일반,9,토(12:00-16:00), 비지정(ERICA),O,,건축공학전공,건축공학전공,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23893
558,3,1,전공심화,영역없음,23900,CIE4082,,건설환경공학과연구실심화실습1,,Y,학사,김문일,0,1,일반,6,토(10:00-11:00), 비지정(ERICA),O,,건설환경공학과,건설환경공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23900
559,3,1,전공심화,영역없음,23902,CIE4082,,건설환경공학과연구실심화실습1,,Y,학사,김태웅,0,1,일반,6,토(10:00-11:00), 비지정(ERICA),O,,건설환경공학과,건설환경공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23902
560,3,1,전공심화,영역없음,23904,CIE4082,,건설환경공학과연구실심화실습1,,Y,학사,곽동엽,0,1,일반,6,토(10:00-11:00), 비지정(ERICA),O,,건설환경공학과,건설환경공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23904
561,4,1,전공심화,영역없음,23906,CIE4084,,건설환경공학과연구실심화실습3,,Y,학사,안기용,0,1,일반,8,토(11:00-12:00), 비지정(ERICA),O,,건설환경공학과,건설환경공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23906
562,4,1,전공심화,영역없음,23908,CIE4084,,건설환경공학과연구실심화실습3,,Y,학사,김문일,0,1,일반,8,토(11:00-12:00), 비지정(ERICA),O,,건설환경공학과,건설환경공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23908
563,4,1,전공심화,영역없음,23910,CIE2069,,건설환경캡스톤디자인2(종합),,Y,학사,김문일,1,4,일반,12,토(12:00-13:00)토(13:00-17:00)," 비지정(ERICA), 비지정(ERICA)",O,,건설환경공학과,건설환경공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23910
564,4,1,전공심화,영역없음,23912,CIE2069,,건설환경캡스톤디자인2(종합),,Y,학사,유한규,1,4,일반,12,토(12:00-13:00)토(13:00-17:00)," 비지정(ERICA), 비지정(ERICA)",O,,건설환경공학과,건설환경공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23912
565,4,1,전공심화,영역없음,23914,CIE2069,,건설환경캡스톤디자인2(종합),,Y,학사,안기용,1,4,일반,12,토(12:00-13:00)토(13:00-17:00)," 비지정(ERICA), 비지정(ERICA)",O,,건설환경공학과,건설환경공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23914
566,3,1,전공심화,영역없음,23920,TRE3032,,교통물류공학과연구실심화실습1,,Y,학사,김성호,0,1,일반,2,토(10:00-11:00), 비지정(ERICA),O,,교통·물류공학과,교통·물류공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23920
567,4,1,전공심화,영역없음,23922,TRE4032,,교통물류공학과연구실심화실습3,,Y,학사,김익기,0,1,일반,3,토(11:00-12:00), 비지정(ERICA),O,,교통·물류공학과,교통·물류공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23922
568,4,1,전공심화,영역없음,23924,TRE1021,,교통캡스톤디자인2(종합),,Y,학사,오철,2,2,일반,15,토(12:00-14:00)토(14:00-16:00)," 비지정(ERICA), 비지정(ERICA)",O,,교통·물류공학과,교통·물류공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23924
569,4,1,전공심화,영역없음,23926,TRE1021,,교통캡스톤디자인2(종합),,Y,학사,박준영,2,2,일반,15,토(12:00-14:00)토(14:00-16:00)," 비지정(ERICA), 비지정(ERICA)",O,,교통·물류공학과,교통·물류공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23926
570,3,1,전공심화,영역없음,23931,BIO3106,,생명나노공학과연구실심화실습1,,N,학사,김도균,0,1,일반,10,토(10:00-11:00), 비지정(ERICA),O,,생명나노공학과,생명나노공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23931
571,3,1,전공심화,영역없음,23934,BIO3106,,생명나노공학과연구실심화실습1,,N,학사,채필석,0,1,일반,10,토(10:00-11:00), 비지정(ERICA),O,,생명나노공학과,생명나노공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23934
572,4,1,전공심화,영역없음,23936,BIO4108,,생명나노공학과연구실심화실습3,,N,학사,김도균,0,1,일반,10,토(11:00-12:00), 비지정(ERICA),O,,생명나노공학과,생명나노공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23936
573,4,1,전공심화,영역없음,23938,BIO4108,,생명나노공학과연구실심화실습3,,N,학사,이승환,0,1,일반,10,토(11:00-12:00), 비지정(ERICA),O,,생명나노공학과,생명나노공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23938
574,4,1,전공심화,영역없음,23940,BIO4108,,생명나노공학과연구실심화실습3,,N,학사,임동우,0,1,일반,10,토(11:00-12:00), 비지정(ERICA),O,,생명나노공학과,생명나노공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23940
575,3,1,전공심화,영역없음,23969,MEE4100,,기계공학연구실심화실습1,,Y,학사,안강호,0,1,일반,13,토(15:00-16:00), 비지정(ERICA),O,,기계공학과,기계공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23969
576,3,1,전공심화,영역없음,23970,MEE4100,,기계공학연구실심화실습1,,Y,학사,윤준용,0,1,일반,2,토(15:00-16:00), 비지정(ERICA),O,,기계공학과,기계공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23970
577,3,2,전공심화,영역없음,23972,CSE4012,,컴퓨터지원설계,,N,학사,최강일,2,2,일반,30,수(16:30-18:30)금(16:30-18:30),"ERICA 제1공학관 307호 CAD실(기계),ERICA 제1공학관 307호 CAD실(기계)",O,영어전용E,기계공학과,기계공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23972
578,3,2,전공심화,영역없음,23973,CSE4012,,컴퓨터지원설계,,N,학사,임헌봉,2,2,일반,30,금(12:00-14:00)금(14:00-16:00)," 비지정(ERICA), 비지정(ERICA)",O,,기계공학과,기계공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23973
579,3,1,전공심화,영역없음,23973,CSE4012,,컴퓨터지원설계,,N,학사,임헌봉,2,2,일반,30,금(12:00-14:00)금(14:00-16:00)," 비지정(ERICA), 비지정(ERICA)",O,,디자인공학전공,기계공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23973
580,4,1,전공심화,영역없음,23982,MEE4102,,기계공학연구실심화실습3,,Y,학사,안유민,0,1,일반,3,토(16:00-17:00), 비지정(ERICA),O,,기계공학과,기계공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23982
581,4,1,전공심화,영역없음,23983,MEE4102,,기계공학연구실심화실습3,,Y,학사,윤준용,0,1,일반,2,토(16:00-17:00), 비지정(ERICA),O,,기계공학과,기계공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23983
582,4,1,전공심화,영역없음,23984,MEE4102,,기계공학연구실심화실습3,,Y,학사,오제훈,0,1,일반,2,토(16:00-17:00), 비지정(ERICA),O,,기계공학과,기계공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23984
583,4,1,전공심화,영역없음,23986,MEE1008,,기계캡스톤디자인2,,Y,학사,이기형,1,4,일반,18,토(09:00-10:00)토(10:00-14:00)," 비지정(ERICA), 비지정(ERICA)",O,,기계공학과,기계공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23986
584,4,2,전공심화,영역없음,23987,MEE1008,,기계캡스톤디자인2,,Y,학사,박경진,1,4,일반,18,토(09:00-10:00)토(10:00-14:00)," 비지정(ERICA), 비지정(ERICA)",O,,기계공학과,기계공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23987
585,4,1,전공심화,영역없음,23988,MEE1008,,기계캡스톤디자인2,,Y,학사,배대성,1,4,일반,18,토(09:00-10:00)토(10:00-14:00)," 비지정(ERICA), 비지정(ERICA)",O,,기계공학과,기계공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23988
586,4,1,전공심화,영역없음,23989,MEE1008,,기계캡스톤디자인2,,Y,학사,안유민,1,4,일반,18,토(09:00-10:00)토(10:00-14:00)," 비지정(ERICA), 비지정(ERICA)",O,,기계공학과,기계공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23989
587,4,2,전공심화,영역없음,23990,MEE1008,,기계캡스톤디자인2,,Y,학사,윤준용,1,4,일반,18,토(09:00-10:00)토(10:00-14:00)," 비지정(ERICA), 비지정(ERICA)",O,,기계공학과,기계공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23990
588,4,1,전공심화,영역없음,23991,MEE1008,,기계캡스톤디자인2,,Y,학사,최낙삼,1,4,일반,18,토(09:00-10:00)토(10:00-14:00)," 비지정(ERICA), 비지정(ERICA)",O,,기계공학과,기계공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23991
589,4,1,전공심화,영역없음,23992,MEE1008,,기계캡스톤디자인2,,Y,학사,안강호,1,4,일반,18,토(09:00-10:00)토(10:00-14:00)," 비지정(ERICA), 비지정(ERICA)",O,,기계공학과,기계공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23992
590,4,1,전공심화,영역없음,23993,MEE1008,,기계캡스톤디자인2,,Y,학사,양현익,1,4,일반,18,토(09:00-10:00)토(10:00-14:00)," 비지정(ERICA), 비지정(ERICA)",O,,기계공학과,기계공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23993
591,4,1,전공심화,영역없음,23994,MEE1008,,기계캡스톤디자인2,,Y,학사,정진태,1,4,일반,18,토(09:00-10:00)토(10:00-14:00)," 비지정(ERICA), 비지정(ERICA)",O,,기계공학과,기계공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23994
592,4,1,전공심화,영역없음,23995,MEE1008,,기계캡스톤디자인2,,Y,학사,홍석준,1,4,일반,18,토(09:00-10:00)토(10:00-14:00)," 비지정(ERICA), 비지정(ERICA)",O,,기계공학과,기계공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23995
593,4,1,전공심화,영역없음,23996,MEE1008,,기계캡스톤디자인2,,Y,학사,이성환,1,4,일반,18,토(09:00-10:00)토(10:00-14:00)," 비지정(ERICA), 비지정(ERICA)",O,,기계공학과,기계공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23996
594,4,1,전공심화,영역없음,23997,MEE1008,,기계캡스톤디자인2,,Y,학사,이도형,1,4,일반,18,토(09:00-10:00)토(10:00-14:00)," 비지정(ERICA), 비지정(ERICA)",O,,기계공학과,기계공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23997
595,4,2,전공심화,영역없음,23998,MEE1008,,기계캡스톤디자인2,,Y,학사,오제훈,1,4,일반,18,토(09:00-10:00)토(10:00-14:00)," 비지정(ERICA), 비지정(ERICA)",O,,기계공학과,기계공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23998
596,4,1,전공심화,영역없음,23999,MEE1008,,기계캡스톤디자인2,,Y,학사,윤종헌,1,4,일반,18,토(09:00-10:00)토(10:00-14:00)," 비지정(ERICA), 비지정(ERICA)",O,,기계공학과,기계공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=23999
597,4,1,전공심화,영역없음,24000,MEE1008,,기계캡스톤디자인2,,Y,학사,이원철,1,4,일반,18,토(09:00-10:00)토(10:00-14:00)," 비지정(ERICA), 비지정(ERICA)",O,,기계공학과,기계공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24000
598,4,1,전공심화,영역없음,24001,MEE1008,,기계캡스톤디자인2,,Y,학사,김남욱,1,4,일반,18,토(09:00-10:00)토(10:00-14:00)," 비지정(ERICA), 비지정(ERICA)",O,,기계공학과,기계공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24001
599,4,1,전공심화,영역없음,24018,MCE4001,,재료화공캡스톤디자인2,,Y,학사,박진구,0,4,일반,6,토(13:00-17:00), 비지정(ERICA),O,,재료화학공학과,재료화학공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24018
600,4,1,전공심화,영역없음,24019,MCE4001,,재료화공캡스톤디자인2,,Y,학사,장영욱,0,4,일반,6,토(13:00-17:00), 비지정(ERICA),O,,재료화학공학과,재료화학공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24019
601,4,1,전공심화,영역없음,24020,MCE4001,,재료화공캡스톤디자인2,,Y,학사,김종렬,0,4,일반,6,토(13:00-17:00), 비지정(ERICA),O,,재료화학공학과,재료화학공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24020
602,4,1,전공심화,영역없음,24021,MCE4001,,재료화공캡스톤디자인2,,Y,학사,좌용호,0,4,일반,8,토(13:00-17:00), 비지정(ERICA),O,,재료화학공학과,재료화학공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24021
603,4,2,전공심화,영역없음,24022,MCE4001,,재료화공캡스톤디자인2,,Y,학사,이정호,0,4,일반,7,토(13:00-17:00), 비지정(ERICA),O,,재료화학공학과,재료화학공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24022
604,4,1,전공심화,영역없음,24023,MCE4001,,재료화공캡스톤디자인2,,Y,학사,유효종,0,4,일반,7,토(13:00-17:00), 비지정(ERICA),O,,재료화학공학과,재료화학공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24023
605,4,2,전공심화,영역없음,24024,MCE4001,,재료화공캡스톤디자인2,,Y,학사,이선영,0,4,일반,6,토(13:00-17:00), 비지정(ERICA),O,,재료화학공학과,재료화학공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24024
606,4,1,전공심화,영역없음,24025,MCE4001,,재료화공캡스톤디자인2,,Y,학사,유봉영,0,4,일반,6,토(13:00-17:00), 비지정(ERICA),O,,재료화학공학과,재료화학공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24025
607,4,1,전공심화,영역없음,24026,MCE4001,,재료화공캡스톤디자인2,,Y,학사,김우희,0,4,일반,7,토(13:00-17:00), 비지정(ERICA),O,,재료화학공학과,재료화학공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24026
608,4,1,전공심화,영역없음,24027,MCE4001,,재료화공캡스톤디자인2,,Y,학사,박태주,0,4,일반,6,토(13:00-17:00), 비지정(ERICA),O,,재료화학공학과,재료화학공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24027
609,4,1,전공심화,영역없음,24028,MCE4001,,재료화공캡스톤디자인2,,Y,학사,김종호,0,4,일반,16,토(13:00-17:00), 비지정(ERICA),O,,재료화학공학과,재료화학공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24028
610,4,1,전공심화,영역없음,24029,MCE4001,,재료화공캡스톤디자인2,,Y,학사,박주현,0,4,일반,7,토(13:00-17:00), 비지정(ERICA),O,,재료화학공학과,재료화학공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24029
611,4,1,전공심화,영역없음,24030,MCE4001,,재료화공캡스톤디자인2,,Y,학사,조국영,0,4,일반,8,토(13:00-17:00), 비지정(ERICA),O,,재료화학공학과,재료화학공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24030
612,4,1,전공심화,영역없음,24031,MCE4001,,재료화공캡스톤디자인2,,Y,학사,KIM TAE HYUN,0,4,일반,7,토(13:00-17:00), 비지정(ERICA),O,,재료화학공학과,재료화학공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24031
613,4,1,전공심화,영역없음,24032,MCE4001,,재료화공캡스톤디자인2,,Y,학사,김진경,0,4,일반,7,토(13:00-17:00), 비지정(ERICA),O,,재료화학공학과,재료화학공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24032
614,4,1,전공심화,영역없음,24033,MCE4006,,재료화학공학과연구실심화실습3,,Y,학사,이선영,0,1,일반,2,토(11:00-12:00), 비지정(ERICA),O,,재료화학공학과,재료화학공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24033
615,4,1,전공심화,영역없음,24034,MCE4006,,재료화학공학과연구실심화실습3,,Y,학사,유효종,0,1,일반,1,토(11:00-12:00), 비지정(ERICA),O,,재료화학공학과,재료화학공학과,https://portal.hanyang.ac.kr/openPop.do?header=hidden&url=/haksa/SughAct/findSuupPlanDocHyIn.do&flag=DN&year=2020&term=10&suup=24034
