절대평가,1786,3545,-2000,NNG,평가기준,F,절대평가,*,*,*,*
절대평가,1786,3545,-2000,NNG,평가기준,F,절대평가,*,*,*,*
절평,1786,3546,-2000,NNG,평가기준,T,절평,*,*,*,*
상대평가,1786,3545,-2000,NNG,평가기준,F,상대평가,*,*,*,*
상평,1786,3546,-2000,NNG,평가기준,T,상평,*,*,*,*
P/F,1786,3546,-2000,NNG,평가기준,T,P/F,*,*,*,*
p/f,1786,3546,-2000,NNG,평가기준,T,p/f,*,*,*,*
패패,1786,3545,-2000,NNG,평가기준,F,패패,*,*,*,*
패스패일,1786,3546,-2000,NNG,평가기준,T,패스패일,*,*,*,*
패쓰패일,1786,3546,-2000,NNG,평가기준,T,패쓰패일,*,*,*,*
